image,dmos
i01_01_1.bmp,0.612698889
i01_01_2.bmp,0.618618889
i01_01_3.bmp,0.549382222
i01_01_4.bmp,0.486486667
i01_01_5.bmp,0.429428889
i01_02_1.bmp,0.669841111
i01_02_2.bmp,0.678678889
i01_02_3.bmp,0.598765556
i01_02_4.bmp,0.52381
i01_02_5.bmp,0.484567778
i01_03_1.bmp,0.530158889
i01_03_2.bmp,0.474474444
i01_03_3.bmp,0.411411111
i01_03_4.bmp,0.354937778
i01_03_5.bmp,0.301587778
i01_04_1.bmp,0.663492222
i01_04_2.bmp,0.63964
i01_04_3.bmp,0.585585556
i01_04_4.bmp,0.582582222
i01_04_5.bmp,0.52381
i01_05_1.bmp,0.657657778
i01_05_2.bmp,0.633633333
i01_05_3.bmp,0.564814444
i01_05_4.bmp,0.459876667
i01_05_5.bmp,0.348765556
i01_06_1.bmp,0.444444444
i01_06_2.bmp,0.432432222
i01_06_3.bmp,0.414414444
i01_06_4.bmp,0.387301111
i01_06_5.bmp,0.32716
i01_07_1.bmp,0.564814444
i01_07_2.bmp,0.527777778
i01_07_3.bmp,0.444444444
i01_07_4.bmp,0.358024444
i01_07_5.bmp,0.243826667
i01_08_1.bmp,0.576576667
i01_08_2.bmp,0.496913333
i01_08_3.bmp,0.387387778
i01_08_4.bmp,0.333333333
i01_08_5.bmp,0.234567778
i01_09_1.bmp,0.675925556
i01_09_2.bmp,0.574074444
i01_09_3.bmp,0.492063333
i01_09_4.bmp,0.312312222
i01_09_5.bmp,0.171171111
i01_10_1.bmp,0.663663333
i01_10_2.bmp,0.660661111
i01_10_3.bmp,0.546296667
i01_10_4.bmp,0.357357778
i01_10_5.bmp,0.231231111
I01_11_1.BMP,0.657143333
i01_11_2.bmp,0.630631111
i01_11_3.bmp,0.521604444
i01_11_4.bmp,0.408408889
i01_11_5.bmp,0.162162222
i01_12_1.bmp,0.660661111
i01_12_2.bmp,0.651651111
i01_12_3.bmp,0.468468889
i01_12_4.bmp,0.425925556
i01_12_5.bmp,0.381381111
I01_13_1.BMP,0.606606667
i01_13_2.bmp,0.434921111
i01_13_3.bmp,0.364197778
i01_13_4.bmp,0.351852222
i01_13_5.bmp,0.345345556
i01_14_1.bmp,0.632715556
i01_14_2.bmp,0.672672222
i01_14_3.bmp,0.63964
i01_14_4.bmp,0.617284444
i01_14_5.bmp,0.496732222
i01_15_1.bmp,0.314814444
i01_15_2.bmp,0.314285556
i01_15_3.bmp,0.345345556
i01_15_4.bmp,0.398147778
i01_15_5.bmp,0.432432222
i01_16_1.bmp,0.645062222
i01_16_2.bmp,0.672672222
i01_16_3.bmp,0.54321
i01_16_4.bmp,0.558642222
i01_16_5.bmp,0.466048889
i01_17_1.bmp,0.594594444
i01_17_2.bmp,0.735735556
i01_17_3.bmp,0.453453333
i01_17_4.bmp,0.693693333
i01_17_5.bmp,0.330158889
i01_18_1.bmp,0.513513333
i01_18_2.bmp,0.469135556
i01_18_3.bmp,0.419047778
i01_18_4.bmp,0.385802222
i01_18_5.bmp,0.37963
i01_19_1.bmp,0.660493333
i01_19_2.bmp,0.608024444
i01_19_3.bmp,0.564564444
i01_19_4.bmp,0.503086667
i01_19_5.bmp,0.438271111
i01_20_1.bmp,0.650793333
i01_20_2.bmp,0.648147778
i01_20_3.bmp,0.669753333
i01_20_4.bmp,0.564814444
i01_20_5.bmp,0.481481111
i01_21_1.bmp,0.633633333
i01_21_2.bmp,0.58642
i01_21_3.bmp,0.51952
i01_21_4.bmp,0.450793333
i01_21_5.bmp,0.339338889
i01_22_1.bmp,0.617284444
i01_22_2.bmp,0.576576667
i01_22_3.bmp,0.478395556
i01_22_4.bmp,0.351351111
i01_22_5.bmp,0.243826667
i01_23_1.bmp,0.698412222
i01_23_2.bmp,0.623456667
i01_23_3.bmp,0.641975556
i01_23_4.bmp,0.533951111
i01_23_5.bmp,0.267267778
i01_24_1.bmp,0.633633333
i01_24_2.bmp,0.62037
i01_24_3.bmp,0.567567778
i01_24_4.bmp,0.342342222
i01_24_5.bmp,0.051051111
I02_01_1.bmp,0.638095556
i02_01_2.bmp,0.593651111
i02_01_3.bmp,0.580246667
i02_01_4.bmp,0.466048889
i02_01_5.bmp,0.441441111
i02_02_1.bmp,0.67284
i02_02_2.bmp,0.672672222
i02_02_3.bmp,0.654321111
i02_02_4.bmp,0.588588889
i02_02_5.bmp,0.487654444
i02_03_1.bmp,0.533333333
i02_03_2.bmp,0.492492222
i02_03_3.bmp,0.426426667
i02_03_4.bmp,0.391975556
i02_03_5.bmp,0.324324444
i02_04_1.bmp,0.698412222
i02_04_2.bmp,0.684684444
i02_04_3.bmp,0.57716
i02_04_4.bmp,0.526984444
i02_04_5.bmp,0.47619
i02_05_1.bmp,0.679738889
i02_05_2.bmp,0.679012222
i02_05_3.bmp,0.603603333
i02_05_4.bmp,0.486486667
i02_05_5.bmp,0.37963
i02_06_1.bmp,0.506173333
i02_06_2.bmp,0.475308889
i02_06_3.bmp,0.414414444
i02_06_4.bmp,0.387301111
i02_06_5.bmp,0.345345556
i02_07_1.bmp,0.657143333
i02_07_2.bmp,0.62037
i02_07_3.bmp,0.418301111
i02_07_4.bmp,0.417417778
i02_07_5.bmp,0.31746
i02_08_1.bmp,0.678678889
i02_08_2.bmp,0.574074444
i02_08_3.bmp,0.504762222
i02_08_4.bmp,0.426426667
i02_08_5.bmp,0.336336667
i02_09_1.bmp,0.666666667
i02_09_2.bmp,0.612698889
i02_09_3.bmp,0.503086667
i02_09_4.bmp,0.405405556
i02_09_5.bmp,0.268518889
i02_10_1.bmp,0.666666667
i02_10_2.bmp,0.66358
i02_10_3.bmp,0.603603333
i02_10_4.bmp,0.388888889
i02_10_5.bmp,0.301587778
I02_11_1.BMP,0.657407778
i02_11_2.bmp,0.533951111
i02_11_3.bmp,0.33033
i02_11_4.bmp,0.213213333
i02_11_5.bmp,0.141975556
i02_12_1.bmp,0.589506667
i02_12_2.bmp,0.492492222
i02_12_3.bmp,0.342342222
i02_12_4.bmp,0.297297778
i02_12_5.bmp,0.263492222
I02_13_1.BMP,0.496913333
i02_13_2.bmp,0.444444444
i02_13_3.bmp,0.376543333
i02_13_4.bmp,0.321321111
i02_13_5.bmp,0.401234444
i02_14_1.bmp,0.638888889
i02_14_2.bmp,0.675675556
i02_14_3.bmp,0.568254444
i02_14_4.bmp,0.590476667
i02_14_5.bmp,0.468468889
i02_15_1.bmp,0.377777778
i02_15_2.bmp,0.402402222
i02_15_3.bmp,0.425925556
i02_15_4.bmp,0.426426667
i02_15_5.bmp,0.466666667
i02_16_1.bmp,0.660661111
i02_16_2.bmp,0.675925556
i02_16_3.bmp,0.591591111
i02_16_4.bmp,0.570987778
i02_16_5.bmp,0.507507778
i02_17_1.bmp,0.657407778
i02_17_2.bmp,0.631745556
i02_17_3.bmp,0.537537778
i02_17_4.bmp,0.530158889
i02_17_5.bmp,0.435185556
i02_18_1.bmp,0.66358
i02_18_2.bmp,0.621621111
i02_18_3.bmp,0.536507778
i02_18_4.bmp,0.546546667
i02_18_5.bmp,0.504762222
i02_19_1.bmp,0.641975556
i02_19_2.bmp,0.603603333
i02_19_3.bmp,0.537036667
i02_19_4.bmp,0.469135556
i02_19_5.bmp,0.417417778
i02_20_1.bmp,0.672672222
i02_20_2.bmp,0.685714444
i02_20_3.bmp,0.589506667
i02_20_4.bmp,0.444444444
i02_20_5.bmp,0.311728889
i02_21_1.bmp,0.663663333
i02_21_2.bmp,0.588588889
i02_21_3.bmp,0.511111111
i02_21_4.bmp,0.364197778
i02_21_5.bmp,0.262345556
i02_22_1.bmp,0.612612222
i02_22_2.bmp,0.582582222
i02_22_3.bmp,0.498412222
i02_22_4.bmp,0.42284
i02_22_5.bmp,0.246913333
i02_23_1.bmp,0.753086667
i02_23_2.bmp,0.615615556
i02_23_3.bmp,0.382715556
i02_23_4.bmp,0.24024
i02_23_5.bmp,0.09009
i02_24_1.bmp,0.675675556
i02_24_2.bmp,0.546296667
i02_24_3.bmp,0.333333333
i02_24_4.bmp,0.234567778
i02_24_5.bmp,0.099098889
I03_01_1.bmp,0.641025556
i03_01_2.bmp,0.567251111
i03_01_3.bmp,0.520467778
i03_01_4.bmp,0.472222222
i03_01_5.bmp,0.436111111
i03_02_1.bmp,0.687134444
i03_02_2.bmp,0.698005556
i03_02_3.bmp,0.583333333
i03_02_4.bmp,0.555555556
i03_02_5.bmp,0.511111111
i03_03_1.bmp,0.516666667
i03_03_2.bmp,0.452991111
i03_03_3.bmp,0.427777778
i03_03_4.bmp,0.364672222
i03_03_5.bmp,0.321637778
i03_04_1.bmp,0.709402222
i03_04_2.bmp,0.628654444
i03_04_3.bmp,0.580555556
i03_04_4.bmp,0.511111111
i03_04_5.bmp,0.397222222
i03_05_1.bmp,0.722222222
i03_05_2.bmp,0.625731111
i03_05_3.bmp,0.588888889
i03_05_4.bmp,0.478632222
i03_05_5.bmp,0.385964444
i03_06_1.bmp,0.535087778
i03_06_2.bmp,0.504273333
i03_06_3.bmp,0.455555556
i03_06_4.bmp,0.416666667
i03_06_5.bmp,0.388888889
i03_07_1.bmp,0.552706667
i03_07_2.bmp,0.455555556
i03_07_3.bmp,0.42735
i03_07_4.bmp,0.425
i03_07_5.bmp,0.401708889
i03_08_1.bmp,0.704678889
i03_08_2.bmp,0.622222222
i03_08_3.bmp,0.497075556
i03_08_4.bmp,0.416666667
i03_08_5.bmp,0.327777778
i03_09_1.bmp,0.738888889
i03_09_2.bmp,0.695156667
i03_09_3.bmp,0.608333333
i03_09_4.bmp,0.415954444
i03_09_5.bmp,0.274853333
i03_10_1.bmp,0.692982222
i03_10_2.bmp,0.62963
i03_10_3.bmp,0.561253333
i03_10_4.bmp,0.366666667
i03_10_5.bmp,0.276353333
I03_11_1.BMP,0.596491111
i03_11_2.bmp,0.452991111
i03_11_3.bmp,0.316238889
i03_11_4.bmp,0.202278889
i03_11_5.bmp,0.077777778
i03_12_1.bmp,0.60114
i03_12_2.bmp,0.453216667
i03_12_3.bmp,0.31579
i03_12_4.bmp,0.344444444
i03_12_5.bmp,0.266666667
I03_13_1.BMP,0.569801111
i03_13_2.bmp,0.404558889
i03_13_3.bmp,0.436111111
i03_13_4.bmp,0.325
i03_13_5.bmp,0.269005556
i03_14_1.bmp,0.564102222
i03_14_2.bmp,0.666666667
i03_14_3.bmp,0.538888889
i03_14_4.bmp,0.495726667
i03_14_5.bmp,0.388888889
i03_15_1.bmp,0.413888889
i03_15_2.bmp,0.45
i03_15_3.bmp,0.447222222
i03_15_4.bmp,0.475783333
i03_15_5.bmp,0.532763333
i03_16_1.bmp,0.757834444
i03_16_2.bmp,0.725
i03_16_3.bmp,0.663888889
i03_16_4.bmp,0.675
i03_16_5.bmp,0.558404444
i03_17_1.bmp,0.698005556
i03_17_2.bmp,0.75
i03_17_3.bmp,0.577777778
i03_17_4.bmp,0.730555556
i03_17_5.bmp,0.421652222
i03_18_1.bmp,0.641025556
i03_18_2.bmp,0.635327778
i03_18_3.bmp,0.618233333
i03_18_4.bmp,0.555555556
i03_18_5.bmp,0.517543333
i03_19_1.bmp,0.612535556
i03_19_2.bmp,0.558404444
i03_19_3.bmp,0.522222222
i03_19_4.bmp,0.478632222
i03_19_5.bmp,0.410256667
i03_20_1.bmp,0.649123333
i03_20_2.bmp,0.606837778
i03_20_3.bmp,0.461987778
i03_20_4.bmp,0.353276667
i03_20_5.bmp,0.313888889
i03_21_1.bmp,0.581871111
i03_21_2.bmp,0.492877778
i03_21_3.bmp,0.433048889
i03_21_4.bmp,0.353276667
i03_21_5.bmp,0.233333333
i03_22_1.bmp,0.663817778
i03_22_2.bmp,0.595441111
i03_22_3.bmp,0.581196667
i03_22_4.bmp,0.48433
i03_22_5.bmp,0.435672222
i03_23_1.bmp,0.746438889
i03_23_2.bmp,0.649572222
i03_23_3.bmp,0.433333333
i03_23_4.bmp,0.295321111
i03_23_5.bmp,0.219444444
i03_24_1.bmp,0.638176667
i03_24_2.bmp,0.467236667
i03_24_3.bmp,0.313888889
i03_24_4.bmp,0.201754444
i03_24_5.bmp,0.046783333
I04_01_1.bmp,0.640211111
i04_01_2.bmp,0.608465556
i04_01_3.bmp,0.547618889
i04_01_4.bmp,0.474254444
i04_01_5.bmp,0.444444444
i04_02_1.bmp,0.697222222
i04_02_2.bmp,0.683761111
i04_02_3.bmp,0.631436667
i04_02_4.bmp,0.589946667
i04_02_5.bmp,0.504065556
i04_03_1.bmp,0.531165556
i04_03_2.bmp,0.468254444
i04_03_3.bmp,0.433333333
i04_03_4.bmp,0.380555556
i04_03_5.bmp,0.335978889
i04_04_1.bmp,0.680555556
i04_04_2.bmp,0.696476667
i04_04_3.bmp,0.683333333
i04_04_4.bmp,0.608465556
i04_04_5.bmp,0.534391111
i04_05_1.bmp,0.701057778
i04_05_2.bmp,0.655826667
i04_05_3.bmp,0.591666667
i04_05_4.bmp,0.497354444
i04_05_5.bmp,0.411924444
i04_06_1.bmp,0.558201111
i04_06_2.bmp,0.506775556
i04_06_3.bmp,0.473544444
i04_06_4.bmp,0.466124444
i04_06_5.bmp,0.383333333
i04_07_1.bmp,0.521164444
i04_07_2.bmp,0.452777778
i04_07_3.bmp,0.391534444
i04_07_4.bmp,0.349206667
i04_07_5.bmp,0.328042222
i04_08_1.bmp,0.701057778
i04_08_2.bmp,0.658536667
i04_08_3.bmp,0.597883333
i04_08_4.bmp,0.486111111
i04_08_5.bmp,0.407407778
i04_09_1.bmp,0.708994444
i04_09_2.bmp,0.644986667
i04_09_3.bmp,0.560975556
i04_09_4.bmp,0.420054444
i04_09_5.bmp,0.277777778
i04_10_1.bmp,0.674603333
i04_10_2.bmp,0.663956667
i04_10_3.bmp,0.563492222
i04_10_4.bmp,0.362433333
i04_10_5.bmp,0.243386667
I04_11_1.BMP,0.588888889
i04_11_2.bmp,0.444444444
i04_11_3.bmp,0.322493333
i04_11_4.bmp,0.222222222
i04_11_5.bmp,0.097883333
i04_12_1.bmp,0.672222222
i04_12_2.bmp,0.515873333
i04_12_3.bmp,0.436507778
i04_12_4.bmp,0.322751111
i04_12_5.bmp,0.295393333
I04_13_1.BMP,0.518518889
i04_13_2.bmp,0.42735
i04_13_3.bmp,0.373015556
i04_13_4.bmp,0.384823333
i04_13_5.bmp,0.26455
i04_14_1.bmp,0.563492222
i04_14_2.bmp,0.71164
i04_14_3.bmp,0.666666667
i04_14_4.bmp,0.489417778
i04_14_5.bmp,0.401084444
i04_15_1.bmp,0.375661111
i04_15_2.bmp,0.378306667
i04_15_3.bmp,0.388888889
i04_15_4.bmp,0.417344444
i04_15_5.bmp,0.450142222
i04_16_1.bmp,0.698412222
i04_16_2.bmp,0.738095556
i04_16_3.bmp,0.677248889
i04_16_4.bmp,0.62963
i04_16_5.bmp,0.57265
i04_17_1.bmp,0.666666667
i04_17_2.bmp,0.740741111
i04_17_3.bmp,0.531165556
i04_17_4.bmp,0.801587778
i04_17_5.bmp,0.436111111
i04_18_1.bmp,0.601625556
i04_18_2.bmp,0.558265556
i04_18_3.bmp,0.518518889
i04_18_4.bmp,0.4709
i04_18_5.bmp,0.436314444
i04_19_1.bmp,0.60582
i04_19_2.bmp,0.595237778
i04_19_3.bmp,0.544715556
i04_19_4.bmp,0.491666667
i04_19_5.bmp,0.462963333
i04_20_1.bmp,0.716931111
i04_20_2.bmp,0.580555556
i04_20_3.bmp,0.465608889
i04_20_4.bmp,0.346561111
i04_20_5.bmp,0.268292222
i04_21_1.bmp,0.571815556
i04_21_2.bmp,0.525745556
i04_21_3.bmp,0.42328
i04_21_4.bmp,0.357723333
i04_21_5.bmp,0.222222222
i04_22_1.bmp,0.669376667
i04_22_2.bmp,0.642856667
i04_22_3.bmp,0.492063333
i04_22_4.bmp,0.457994444
i04_22_5.bmp,0.322751111
i04_23_1.bmp,0.713888889
i04_23_2.bmp,0.600528889
i04_23_3.bmp,0.430894444
i04_23_4.bmp,0.327913333
i04_23_5.bmp,0.164021111
i04_24_1.bmp,0.616402222
i04_24_2.bmp,0.417988889
i04_24_3.bmp,0.287263333
i04_24_4.bmp,0.21164
i04_24_5.bmp,0.065041111
I05_01_1.bmp,0.613888889
i05_01_2.bmp,0.611111111
i05_01_3.bmp,0.538461111
i05_01_4.bmp,0.450142222
i05_01_5.bmp,0.395664444
i05_02_1.bmp,0.647696667
i05_02_2.bmp,0.631436667
i05_02_3.bmp,0.591666667
i05_02_4.bmp,0.566395556
i05_02_5.bmp,0.472934444
i05_03_1.bmp,0.566395556
i05_03_2.bmp,0.498644444
i05_03_3.bmp,0.408333333
i05_03_4.bmp,0.341463333
i05_03_5.bmp,0.263888889
i05_04_1.bmp,0.626016667
i05_04_2.bmp,0.638888889
i05_04_3.bmp,0.619444444
i05_04_4.bmp,0.547425556
i05_04_5.bmp,0.488888889
i05_05_1.bmp,0.625
i05_05_2.bmp,0.598915556
i05_05_3.bmp,0.522222222
i05_05_4.bmp,0.423976667
i05_05_5.bmp,0.324786667
i05_06_1.bmp,0.486111111
i05_06_2.bmp,0.435897778
i05_06_3.bmp,0.388888889
i05_06_4.bmp,0.368563333
i05_06_5.bmp,0.279202222
i05_07_1.bmp,0.586111111
i05_07_2.bmp,0.585365556
i05_07_3.bmp,0.504273333
i05_07_4.bmp,0.450142222
i05_07_5.bmp,0.349593333
i05_08_1.bmp,0.6
i05_08_2.bmp,0.518518889
i05_08_3.bmp,0.406504444
i05_08_4.bmp,0.308943333
i05_08_5.bmp,0.138888889
i05_09_1.bmp,0.647222222
i05_09_2.bmp,0.647222222
i05_09_3.bmp,0.591666667
i05_09_4.bmp,0.388888889
i05_09_5.bmp,0.151761111
i05_10_1.bmp,0.636856667
i05_10_2.bmp,0.57265
i05_10_3.bmp,0.523035556
i05_10_4.bmp,0.382113333
i05_10_5.bmp,0.208672222
I05_11_1.BMP,0.639566667
i05_11_2.bmp,0.6
i05_11_3.bmp,0.5
i05_11_4.bmp,0.407407778
i05_11_5.bmp,0.25
i05_12_1.bmp,0.631436667
i05_12_2.bmp,0.641666667
i05_12_3.bmp,0.594444444
i05_12_4.bmp,0.422222222
i05_12_5.bmp,0.302777778
I05_13_1.BMP,0.607045556
i05_13_2.bmp,0.544715556
i05_13_3.bmp,0.386111111
i05_13_4.bmp,0.330623333
i05_13_5.bmp,0.219297778
i05_14_1.bmp,0.658536667
i05_14_2.bmp,0.615176667
i05_14_3.bmp,0.623306667
i05_14_4.bmp,0.580555556
i05_14_5.bmp,0.479674444
i05_15_1.bmp,0.338888889
i05_15_2.bmp,0.344444444
i05_15_3.bmp,0.368563333
i05_15_4.bmp,0.433333333
i05_15_5.bmp,0.42735
i05_16_1.bmp,0.683333333
i05_16_2.bmp,0.661111111
i05_16_3.bmp,0.620596667
i05_16_4.bmp,0.566395556
i05_16_5.bmp,0.472222222
i05_17_1.bmp,0.588888889
i05_17_2.bmp,0.758807778
i05_17_3.bmp,0.447222222
i05_17_4.bmp,0.728997778
i05_17_5.bmp,0.311111111
i05_18_1.bmp,0.530555556
i05_18_2.bmp,0.467236667
i05_18_3.bmp,0.415954444
i05_18_4.bmp,0.393162222
i05_18_5.bmp,0.35
i05_19_1.bmp,0.575
i05_19_2.bmp,0.533875556
i05_19_3.bmp,0.469444444
i05_19_4.bmp,0.405555556
i05_19_5.bmp,0.373983333
i05_20_1.bmp,0.631436667
i05_20_2.bmp,0.617886667
i05_20_3.bmp,0.558265556
i05_20_4.bmp,0.497222222
i05_20_5.bmp,0.364672222
i05_21_1.bmp,0.622222222
i05_21_2.bmp,0.547222222
i05_21_3.bmp,0.485094444
i05_21_4.bmp,0.372222222
i05_21_5.bmp,0.275
i05_22_1.bmp,0.586111111
i05_22_2.bmp,0.583333333
i05_22_3.bmp,0.528455556
i05_22_4.bmp,0.455555556
i05_22_5.bmp,0.352303333
i05_23_1.bmp,0.636856667
i05_23_2.bmp,0.619444444
i05_23_3.bmp,0.626016667
i05_23_4.bmp,0.639566667
i05_23_5.bmp,0.604335556
i05_24_1.bmp,0.613888889
i05_24_2.bmp,0.623306667
i05_24_3.bmp,0.577777778
i05_24_4.bmp,0.439024444
i05_24_5.bmp,0.289973333
I06_01_1.bmp,0.63964
i06_01_2.bmp,0.574074444
i06_01_3.bmp,0.558558889
i06_01_4.bmp,0.479365556
i06_01_5.bmp,0.401234444
i06_02_1.bmp,0.684684444
i06_02_2.bmp,0.642642222
i06_02_3.bmp,0.606606667
i06_02_4.bmp,0.537036667
i06_02_5.bmp,0.487654444
i06_03_1.bmp,0.509258889
i06_03_2.bmp,0.450793333
i06_03_3.bmp,0.385802222
i06_03_4.bmp,0.327327778
i06_03_5.bmp,0.277777778
i06_04_1.bmp,0.648147778
i06_04_2.bmp,0.651234444
i06_04_3.bmp,0.632715556
i06_04_4.bmp,0.564564444
i06_04_5.bmp,0.509258889
i06_05_1.bmp,0.657657778
i06_05_2.bmp,0.634921111
i06_05_3.bmp,0.552552222
i06_05_4.bmp,0.447618889
i06_05_5.bmp,0.327327778
i06_06_1.bmp,0.512345556
i06_06_2.bmp,0.487654444
i06_06_3.bmp,0.419753333
i06_06_4.bmp,0.391975556
i06_06_5.bmp,0.339338889
i06_07_1.bmp,0.591591111
i06_07_2.bmp,0.568254444
i06_07_3.bmp,0.48949
i06_07_4.bmp,0.349206667
i06_07_5.bmp,0.298412222
i06_08_1.bmp,0.576576667
i06_08_2.bmp,0.509258889
i06_08_3.bmp,0.387301111
i06_08_4.bmp,0.3003
i06_08_5.bmp,0.228227778
i06_09_1.bmp,0.672672222
i06_09_2.bmp,0.651651111
i06_09_3.bmp,0.54054
i06_09_4.bmp,0.333333333
i06_09_5.bmp,0.184126667
i06_10_1.bmp,0.648648889
i06_10_2.bmp,0.625396667
i06_10_3.bmp,0.603174444
i06_10_4.bmp,0.351351111
i06_10_5.bmp,0.197531111
I06_11_1.BMP,0.615615556
i06_11_2.bmp,0.57716
i06_11_3.bmp,0.5
i06_11_4.bmp,0.342342222
i06_11_5.bmp,0.084084444
i06_12_1.bmp,0.651234444
i06_12_2.bmp,0.527777778
i06_12_3.bmp,0.483483333
i06_12_4.bmp,0.403174444
i06_12_5.bmp,0.426426667
I06_13_1.BMP,0.51952
i06_13_2.bmp,0.536507778
i06_13_3.bmp,0.463492222
i06_13_4.bmp,0.354937778
i06_13_5.bmp,0.3003
i06_14_1.bmp,0.666666667
i06_14_2.bmp,0.666666667
i06_14_3.bmp,0.530158889
i06_14_4.bmp,0.481481111
i06_14_5.bmp,0.478395556
i06_15_1.bmp,0.402402222
i06_15_2.bmp,0.369368889
i06_15_3.bmp,0.416666667
i06_15_4.bmp,0.48949
i06_15_5.bmp,0.537036667
i06_16_1.bmp,0.618618889
i06_16_2.bmp,0.694444444
i06_16_3.bmp,0.564814444
i06_16_4.bmp,0.648648889
i06_16_5.bmp,0.459876667
i06_17_1.bmp,0.617284444
i06_17_2.bmp,0.675675556
i06_17_3.bmp,0.450617778
i06_17_4.bmp,0.648648889
i06_17_5.bmp,0.375375556
i06_18_1.bmp,0.577777778
i06_18_2.bmp,0.484567778
i06_18_3.bmp,0.432098889
i06_18_4.bmp,0.414414444
i06_18_5.bmp,0.42042
i06_19_1.bmp,0.592592222
i06_19_2.bmp,0.585585556
i06_19_3.bmp,0.54955
i06_19_4.bmp,0.466048889
i06_19_5.bmp,0.399398889
i06_20_1.bmp,0.623456667
i06_20_2.bmp,0.58642
i06_20_3.bmp,0.621621111
i06_20_4.bmp,0.54955
i06_20_5.bmp,0.441441111
i06_21_1.bmp,0.633633333
i06_21_2.bmp,0.567901111
i06_21_3.bmp,0.52381
i06_21_4.bmp,0.404321111
i06_21_5.bmp,0.311728889
i06_22_1.bmp,0.626543333
i06_22_2.bmp,0.58642
i06_22_3.bmp,0.462462222
i06_22_4.bmp,0.396396667
i06_22_5.bmp,0.33033
i06_23_1.bmp,0.657143333
i06_23_2.bmp,0.645062222
i06_23_3.bmp,0.630631111
i06_23_4.bmp,0.591591111
i06_23_5.bmp,0.260317778
i06_24_1.bmp,0.648648889
i06_24_2.bmp,0.644444444
i06_24_3.bmp,0.534534444
i06_24_4.bmp,0.357357778
i06_24_5.bmp,0.098765556
I07_01_1.bmp,0.631313333
i07_01_2.bmp,0.565656667
i07_01_3.bmp,0.533333333
i07_01_4.bmp,0.49495
i07_01_5.bmp,0.441798889
i07_02_1.bmp,0.671604444
i07_02_2.bmp,0.651515556
i07_02_3.bmp,0.617571111
i07_02_4.bmp,0.581395556
i07_02_5.bmp,0.528395556
i07_03_1.bmp,0.548147778
i07_03_2.bmp,0.469696667
i07_03_3.bmp,0.414814444
i07_03_4.bmp,0.367901111
i07_03_5.bmp,0.303703333
i07_04_1.bmp,0.651852222
i07_04_2.bmp,0.666666667
i07_04_3.bmp,0.602468889
i07_04_4.bmp,0.550135556
i07_04_5.bmp,0.4677
i07_05_1.bmp,0.671604444
i07_05_2.bmp,0.644444444
i07_05_3.bmp,0.573232222
i07_05_4.bmp,0.475452222
i07_05_5.bmp,0.368686667
i07_06_1.bmp,0.537036667
i07_06_2.bmp,0.512626667
i07_06_3.bmp,0.462121111
i07_06_4.bmp,0.416666667
